image,cipher,entropy,chi_square,corr_h,corr_v,corr_d,npcr,uaci,key_sensitivity,kpa_score,cpa_score
images/datasets/synthetic/noise_1024x1024.ppm,logistic_xor,7.99993,290.68,-0.000542191,0.0013074,-0.00101182,3.17891e-05,1.24663e-07,99.4014,1,1
images/datasets/synthetic/noise_1024x1024.ppm,logistic_permute_xor,7.99994,259.853,0.000160888,-0.00080184,-0.00179752,3.17891e-05,1.24663e-07,99.6137,0.999999,0.00387287
images/datasets/synthetic/noise_1024x1024.ppm,arnold_xor,7.99994,262.457,-3.78812e-05,0.000559983,-0.00104509,3.17891e-05,1.24663e-07,99.4014,1,0.00393454
images/datasets/synthetic/noise_1024x1024.ppm,tiled_arnold_xor,7.99994,253.039,-0.000595309,-0.000569255,-0.000530182,3.17891e-05,1.24663e-07,99.4014,1,0.00487264
images/datasets/synthetic/noise_1024x1024.ppm,tent_block_xor,7.99994,242.949,4.96963e-05,-0.000288345,8.18217e-05,3.17891e-05,1.24663e-07,99.6171,1,1
images/datasets/synthetic/noise_1024x1024.ppm,sine_xor,7.99994,251.934,-0.000411268,-0.00100322,0.00128987,3.17891e-05,1.24663e-07,99.3037,1,1
images/datasets/synthetic/noise_1024x1024.ppm,coupled_lattice_xor,7.99994,273.651,-0.000756515,-9.84084e-05,0.000707348,3.17891e-05,1.24663e-07,99.4116,1,1
images/datasets/synthetic/noise_1024x1024.ppm,hamiltonian_lattice_xor,7.99994,242.715,-0.00121144,-0.000680958,0.00124899,3.17891e-05,1.24663e-07,99.5381,1,1
images/datasets/synthetic/noise_1024x1024.ppm,chaotic_seed_blake3_xor,7.99995,201.498,0.00119181,-0.000539402,-0.000812459,3.17891e-05,1.24663e-07,99.605,1,1
images/datasets/synthetic/noise_1024x1024.ppm,aes_ctr,7.99995,223.568,0.000539371,0.000803192,-0.00162011,3.17891e-05,1.24663e-07,99.6154,1,1
images/datasets/synthetic/noise_1024x1024.ppm,chacha20,7.99995,238.041,-8.78987e-05,0.00217584,0.00102835,3.17891e-05,1.24663e-07,99.6113,1,1
