MBps,bytes,category,channels,checksum,expected_speed,height,image,image_kind,image_size,mode,ms,repeat,research_value,run_id,stage,width
470.858,1179648,permutation,3,9448961987677250754,O(N),512,images/datasets/real/kodak/kodim02.png,real_kodim02,768x512,stages,2.38926,1,excellent,stages__real_kodim02__rep1,block_permutation,768
189.933,1179648,permutation,3,4229042757979035478,O(rN),512,images/datasets/real/kodak/kodim02.png,real_kodim02,768x512,stages,5.92314,1,excellent,stages__real_kodim02__rep1,checkerboard_swaps,768
225.995,1179648,diffusion,3,8192747274883405781,sequential,512,images/datasets/real/kodak/kodim02.png,real_kodim02,768x512,stages,4.97799,1,poor,stages__real_kodim02__rep1,global_chain,768
288.45,1179648,diffusion,3,8629606214157809353,block-level,512,images/datasets/real/kodak/kodim02.png,real_kodim02,768x512,stages,3.90015,1,good,stages__real_kodim02__rep1,block_local_chain,768
207.185,1179648,diffusion,3,12710143467168717489,reduced,512,images/datasets/real/kodak/kodim02.png,real_kodim02,768x512,stages,5.42994,1,medium,stages__real_kodim02__rep1,parallel_prefix,768
162.344,1179648,diffusion,3,12582447471277721990,none per round,512,images/datasets/real/kodak/kodim02.png,real_kodim02,768x512,stages,6.92973,1,high,stages__real_kodim02__rep1,stencil_diffusion,768
390.993,1179648,diffusion,3,12525134411062383398,none,512,images/datasets/real/kodak/kodim02.png,real_kodim02,768x512,stages,2.87729,1,excellent,stages__real_kodim02__rep1,arx_block_diffusion,768
263.776,1179648,diffusion,3,8440635370253318864,none,512,images/datasets/real/kodak/kodim02.png,real_kodim02,768x512,stages,4.26498,1,excellent,stages__real_kodim02__rep1,bitplane_diffusion,768
327.913,1179648,diffusion,3,8192747274883405781,associative scan,512,images/datasets/real/kodak/kodim02.png,real_kodim02,768x512,stages,3.43079,1,excellent,stages__real_kodim02__rep1,prefix_xor_avx2,768
254.609,1179648,diffusion,3,414421588930875310,associative scan,512,images/datasets/real/kodak/kodim02.png,real_kodim02,768x512,stages,4.41853,1,excellent,stages__real_kodim02__rep1,reverse_prefix_xor_avx2,768
