chi_square,cipher,corr_d,corr_h,corr_v,cpa_score,entropy,image,image_kind,image_size,key_sensitivity,kpa_score,mode,npcr,repeat,run_id,uaci
236.935,chaotic_seed_blake3_xor,-6.64974e-05,0.000261342,0.00204661,1,7.99986,images/datasets/real/kodak/kodim03.png,real_kodim03,,99.608,1,full,8.47711e-05,1,full__real_kodim03__rep1,3.32435e-07
240.893,aes_ctr,-0.00038633,0.000495377,-0.000480958,1,7.99985,images/datasets/real/kodak/kodim03.png,real_kodim03,,99.6112,1,full,8.47711e-05,1,full__real_kodim03__rep1,3.32435e-07
283.271,chacha20,0.00210676,0.0017999,-0.000187296,1,7.99983,images/datasets/real/kodak/kodim03.png,real_kodim03,,99.6203,1,full,8.47711e-05,1,full__real_kodim03__rep1,3.32435e-07
22705.7,logistic_xor,0.00336528,-0.0462398,0.00651086,1,7.98607,images/datasets/real/kodak/kodim04.png,real_kodim04,,99.3863,1,full,8.47711e-05,1,full__real_kodim04__rep1,3.32435e-07
21756.6,logistic_permute_xor,-0.00250409,-0.0207269,0.00293267,0.00818634,7.98664,images/datasets/real/kodak/kodim04.png,real_kodim04,,99.5845,0.999998,full,8.47711e-05,1,full__real_kodim04__rep1,3.32435e-07
22126.9,arnold_xor,0.00563739,-0.0435194,0.00709844,0.17303,7.98643,images/datasets/real/kodak/kodim04.png,real_kodim04,,99.3863,1,full,8.47711e-05,1,full__real_kodim04__rep1,3.32435e-07
22284.6,tiled_arnold_xor,0.00374022,-0.0423923,0.00697423,0.0361701,7.98633,images/datasets/real/kodak/kodim04.png,real_kodim04,,99.3863,1,full,8.47711e-05,1,full__real_kodim04__rep1,3.32435e-07
263.823,tent_block_xor,-0.000182325,0.000113061,0.000450365,1,7.99984,images/datasets/real/kodak/kodim04.png,real_kodim04,,99.6234,1,full,8.47711e-05,1,full__real_kodim04__rep1,3.32435e-07
21772.3,sine_xor,0.0509381,-0.00566455,0.0548116,1,7.9866,images/datasets/real/kodak/kodim04.png,real_kodim04,,99.3009,1,full,8.47711e-05,1,full__real_kodim04__rep1,3.32435e-07
39783.6,coupled_lattice_xor,0.110515,0.0417214,0.113618,1,7.97553,images/datasets/real/kodak/kodim04.png,real_kodim04,,99.4091,1,full,8.47711e-05,1,full__real_kodim04__rep1,3.32435e-07
12959.5,hamiltonian_lattice_xor,-0.00013772,-0.0113793,0.00275005,1,7.99207,images/datasets/real/kodak/kodim04.png,real_kodim04,,99.5316,1,full,8.47711e-05,1,full__real_kodim04__rep1,3.32435e-07
219.332,chaotic_seed_blake3_xor,0.00178253,0.00139075,-0.000496786,1,7.99987,images/datasets/real/kodak/kodim04.png,real_kodim04,,99.608,1,full,8.47711e-05,1,full__real_kodim04__rep1,3.32435e-07
248.116,aes_ctr,0.00139249,0.00299844,0.000969888,1,7.99985,images/datasets/real/kodak/kodim04.png,real_kodim04,,99.6112,1,full,8.47711e-05,1,full__real_kodim04__rep1,3.32435e-07
295.359,chacha20,0.00121166,0.00161622,-0.00124271,1,7.99982,images/datasets/real/kodak/kodim04.png,real_kodim04,,99.6203,1,full,8.47711e-05,1,full__real_kodim04__rep1,3.32435e-07
7706.2,logistic_xor,0.00495468,-0.0633094,0.00736019,1,7.99531,images/datasets/real/kodak/kodim05.png,real_kodim05,,99.3863,1,full,8.47711e-05,1,full__real_kodim05__rep1,3.32435e-07
7646.22,logistic_permute_xor,-0.000737708,-0.0380712,0.000299839,0.00694868,7.99535,images/datasets/real/kodak/kodim05.png,real_kodim05,,99.5969,0.999998,full,8.47711e-05,1,full__real_kodim05__rep1,3.32435e-07
7742.08,arnold_xor,0.00621779,-0.0582329,0.00786116,0.173041,7.99529,images/datasets/real/kodak/kodim05.png,real_kodim05,,99.3863,1,full,8.47711e-05,1,full__real_kodim05__rep1,3.32435e-07
7964.53,tiled_arnold_xor,0.0030995,-0.0567467,0.00597427,0.0158361,7.99516,images/datasets/real/kodak/kodim05.png,real_kodim05,,99.3863,1,full,8.47711e-05,1,full__real_kodim05__rep1,3.32435e-07
256.482,tent_block_xor,0.000653096,-0.00449089,-0.000571236,1,7.99984,images/datasets/real/kodak/kodim05.png,real_kodim05,,99.6234,1,full,8.47711e-05,1,full__real_kodim05__rep1,3.32435e-07
39836.3,sine_xor,0.0888425,0.089262,0.0920412,1,7.97552,images/datasets/real/kodak/kodim05.png,real_kodim05,,99.3009,1,full,8.47711e-05,1,full__real_kodim05__rep1,3.32435e-07
99693.8,coupled_lattice_xor,0.156241,0.139071,0.161684,1,7.93807,images/datasets/real/kodak/kodim05.png,real_kodim05,,99.4091,1,full,8.47711e-05,1,full__real_kodim05__rep1,3.32435e-07
2242.94,hamiltonian_lattice_xor,-4.49745e-05,-0.0151745,0.00340117,1,7.99863,images/datasets/real/kodak/kodim05.png,real_kodim05,,99.5316,1,full,8.47711e-05,1,full__real_kodim05__rep1,3.32435e-07
259.26,chaotic_seed_blake3_xor,-0.00129316,0.00146382,0.0027289,1,7.99984,images/datasets/real/kodak/kodim05.png,real_kodim05,,99.608,1,full,8.47711e-05,1,full__real_kodim05__rep1,3.32435e-07
291.611,aes_ctr,0.000238153,-0.000641691,0.000478718,1,7.99982,images/datasets/real/kodak/kodim05.png,real_kodim05,,99.6112,1,full,8.47711e-05,1,full__real_kodim05__rep1,3.32435e-07
233.249,chacha20,0.00025013,-0.00174448,0.001874,1,7.99986,images/datasets/real/kodak/kodim05.png,real_kodim05,,99.6203,1,full,8.47711e-05,1,full__real_kodim05__rep1,3.32435e-07
19925,logistic_xor,0.00983994,-0.0554248,0.0118724,1,7.9877,images/datasets/real/kodak/kodim06.png,real_kodim06,,99.3863,1,full,8.47711e-05,1,full__real_kodim06__rep1,3.32435e-07
19753.3,logistic_permute_xor,-0.0017267,0.00015155,-0.000235199,0.00952064,7.98779,images/datasets/real/kodak/kodim06.png,real_kodim06,,99.6011,0.999998,full,8.47711e-05,1,full__real_kodim06__rep1,3.32435e-07
20125.6,arnold_xor,0.0107097,-0.0534778,0.0150122,0.175729,7.98756,images/datasets/real/kodak/kodim06.png,real_kodim06,,99.3863,1,full,8.47711e-05,1,full__real_kodim06__rep1,3.32435e-07
20238.3,tiled_arnold_xor,0.013922,-0.0483195,0.0124869,0.0717044,7.98749,images/datasets/real/kodak/kodim06.png,real_kodim06,,99.3863,1,full,8.47711e-05,1,full__real_kodim06__rep1,3.32435e-07
244.615,tent_block_xor,0.00102061,-0.00445703,-0.00314441,1,7.99985,images/datasets/real/kodak/kodim06.png,real_kodim06,,99.6234,1,full,8.47711e-05,1,full__real_kodim06__rep1,3.32435e-07
24839.4,sine_xor,0.0994214,0.113621,0.101144,1,7.98495,images/datasets/real/kodak/kodim06.png,real_kodim06,,99.3009,1,full,8.47711e-05,1,full__real_kodim06__rep1,3.32435e-07
19912.8,coupled_lattice_xor,0.206795,0.196786,0.209929,1,7.98792,images/datasets/real/kodak/kodim06.png,real_kodim06,,99.4091,1,full,8.47711e-05,1,full__real_kodim06__rep1,3.32435e-07
9983.71,hamiltonian_lattice_xor,0.00124051,-0.029064,0.00426384,1,7.99386,images/datasets/real/kodak/kodim06.png,real_kodim06,,99.5316,1,full,8.47711e-05,1,full__real_kodim06__rep1,3.32435e-07
224.451,chaotic_seed_blake3_xor,0.000722462,-0.00283025,0.00315767,1,7.99986,images/datasets/real/kodak/kodim06.png,real_kodim06,,99.608,1,full,8.47711e-05,1,full__real_kodim06__rep1,3.32435e-07
259.445,aes_ctr,0.00033501,0.000445866,1.60679e-05,1,7.99984,images/datasets/real/kodak/kodim06.png,real_kodim06,,99.6112,1,full,8.47711e-05,1,full__real_kodim06__rep1,3.32435e-07
235.644,chacha20,0.00155348,-0.00090685,0.000487284,1,7.99986,images/datasets/real/kodak/kodim06.png,real_kodim06,,99.6203,1,full,8.47711e-05,1,full__real_kodim06__rep1,3.32435e-07
52383.5,logistic_xor,0.00666326,-0.0436841,0.00896509,1,7.96899,images/datasets/real/kodak/kodim07.png,real_kodim07,,99.3863,1,full,8.47711e-05,1,full__real_kodim07__rep1,3.32435e-07
51747.6,logistic_permute_xor,0.0026074,-0.00603379,-0.00150423,0.00980123,7.96937,images/datasets/real/kodak/kodim07.png,real_kodim07,,99.6023,0.999998,full,8.47711e-05,1,full__real_kodim07__rep1,3.32435e-07
51958.5,arnold_xor,0.00700923,-0.0405663,0.00960384,0.175066,7.9692,images/datasets/real/kodak/kodim07.png,real_kodim07,,99.3863,1,full,8.47711e-05,1,full__real_kodim07__rep1,3.32435e-07
51848,tiled_arnold_xor,0.00625367,-0.0383031,0.00700716,0.0556912,7.96928,images/datasets/real/kodak/kodim07.png,real_kodim07,,99.3863,1,full,8.47711e-05,1,full__real_kodim07__rep1,3.32435e-07
296.74,tent_block_xor,-0.00269885,-0.00298108,0.00153808,1,7.99982,images/datasets/real/kodak/kodim07.png,real_kodim07,,99.6234,1,full,8.47711e-05,1,full__real_kodim07__rep1,3.32435e-07
21403.4,sine_xor,0.04478,0.0449961,0.0432186,1,7.98693,images/datasets/real/kodak/kodim07.png,real_kodim07,,99.3009,1,full,8.47711e-05,1,full__real_kodim07__rep1,3.32435e-07
24909.7,coupled_lattice_xor,0.11571,0.0795143,0.117614,1,7.98467,images/datasets/real/kodak/kodim07.png,real_kodim07,,99.4091,1,full,8.47711e-05,1,full__real_kodim07__rep1,3.32435e-07
29634.5,hamiltonian_lattice_xor,-0.00258202,-0.0190376,0.001232,1,7.98238,images/datasets/real/kodak/kodim07.png,real_kodim07,,99.5316,1,full,8.47711e-05,1,full__real_kodim07__rep1,3.32435e-07
273.882,chaotic_seed_blake3_xor,0.000294039,2.96459e-05,0.00382695,1,7.99983,images/datasets/real/kodak/kodim07.png,real_kodim07,,99.608,1,full,8.47711e-05,1,full__real_kodim07__rep1,3.32435e-07
293.243,aes_ctr,-0.00282075,0.00238805,-0.000223383,1,7.99982,images/datasets/real/kodak/kodim07.png,real_kodim07,,99.6112,1,full,8.47711e-05,1,full__real_kodim07__rep1,3.32435e-07
261.056,chacha20,0.00185388,0.00257892,0.000308301,1,7.99984,images/datasets/real/kodak/kodim07.png,real_kodim07,,99.6203,1,full,8.47711e-05,1,full__real_kodim07__rep1,3.32435e-07
11679.2,logistic_xor,0.01008,-0.0505852,0.0131986,1,7.99282,images/datasets/real/kodak/kodim08.png,real_kodim08,,99.3863,1,full,8.47711e-05,1,full__real_kodim08__rep1,3.32435e-07
12008.7,logistic_permute_xor,0.000858476,-0.00381517,-0.000249339,0.00628323,7.99261,images/datasets/real/kodak/kodim08.png,real_kodim08,,99.6146,0.999998,full,8.47711e-05,1,full__real_kodim08__rep1,3.32435e-07
11745.2,arnold_xor,0.00954621,-0.0453346,0.0109413,0.172563,7.99277,images/datasets/real/kodak/kodim08.png,real_kodim08,,99.3863,1,full,8.47711e-05,1,full__real_kodim08__rep1,3.32435e-07
11898.6,tiled_arnold_xor,0.00809615,-0.0396011,0.0119779,0.0217734,7.99268,images/datasets/real/kodak/kodim08.png,real_kodim08,,99.3863,1,full,8.47711e-05,1,full__real_kodim08__rep1,3.32435e-07
317.644,tent_block_xor,-0.00144749,-0.00365651,-0.000327044,1,7.99981,images/datasets/real/kodak/kodim08.png,real_kodim08,,99.6234,1,full,8.47711e-05,1,full__real_kodim08__rep1,3.32435e-07
20067.8,sine_xor,0.114301,0.12268,0.129446,1,7.98772,images/datasets/real/kodak/kodim08.png,real_kodim08,,99.3009,1,full,8.47711e-05,1,full__real_kodim08__rep1,3.32435e-07
21183.8,coupled_lattice_xor,0.217777,0.214263,0.242866,1,7.9871,images/datasets/real/kodak/kodim08.png,real_kodim08,,99.4091,1,full,8.47711e-05,1,full__real_kodim08__rep1,3.32435e-07
6438.99,hamiltonian_lattice_xor,0.000509138,-0.0155716,0.00369265,1,7.99603,images/datasets/real/kodak/kodim08.png,real_kodim08,,99.5316,1,full,8.47711e-05,1,full__real_kodim08__rep1,3.32435e-07
230.71,chaotic_seed_blake3_xor,-0.00047908,0.00160385,0.00215623,1,7.99986,images/datasets/real/kodak/kodim08.png,real_kodim08,,99.608,1,full,8.47711e-05,1,full__real_kodim08__rep1,3.32435e-07
237.551,aes_ctr,-4.89674e-05,0.00249907,0.000429795,1,7.99985,images/datasets/real/kodak/kodim08.png,real_kodim08,,99.6112,1,full,8.47711e-05,1,full__real_kodim08__rep1,3.32435e-07
296.155,chacha20,0.000238116,-0.000890071,-8.18613e-05,1,7.99982,images/datasets/real/kodak/kodim08.png,real_kodim08,,99.6203,1,full,8.47711e-05,1,full__real_kodim08__rep1,3.32435e-07
80173.3,logistic_xor,0.00530495,-0.0464688,0.0105763,1,7.95285,images/datasets/real/kodak/kodim09.png,real_kodim09,,99.3863,1,full,8.47711e-05,1,full__real_kodim09__rep1,3.32435e-07
80464.7,logistic_permute_xor,-0.000340122,-0.00225212,-3.3411e-05,0.00924344,7.95268,images/datasets/real/kodak/kodim09.png,real_kodim09,,99.578,0.999998,full,8.47711e-05,1,full__real_kodim09__rep1,3.32435e-07
80117.1,arnold_xor,0.00820434,-0.0429658,0.00802835,0.174082,7.95292,images/datasets/real/kodak/kodim09.png,real_kodim09,,99.3863,1,full,8.47711e-05,1,full__real_kodim09__rep1,3.32435e-07
80193.4,tiled_arnold_xor,0.0048057,-0.0426221,0.00856258,0.0597933,7.95287,images/datasets/real/kodak/kodim09.png,real_kodim09,,99.3863,1,full,8.47711e-05,1,full__real_kodim09__rep1,3.32435e-07
285.463,tent_block_xor,0.000671326,-0.00132906,-0.000668865,1,7.99983,images/datasets/real/kodak/kodim09.png,real_kodim09,,99.6234,1,full,8.47711e-05,1,full__real_kodim09__rep1,3.32435e-07
33884.4,sine_xor,0.038849,0.0610869,0.0438532,1,7.9801,images/datasets/real/kodak/kodim09.png,real_kodim09,,99.3009,1,full,8.47711e-05,1,full__real_kodim09__rep1,3.32435e-07
19983.4,coupled_lattice_xor,0.117371,0.0821491,0.119964,1,7.98798,images/datasets/real/kodak/kodim09.png,real_kodim09,,99.4091,1,full,8.47711e-05,1,full__real_kodim09__rep1,3.32435e-07
47456.8,hamiltonian_lattice_xor,-0.000151379,-0.0259615,0.00448294,1,7.97211,images/datasets/real/kodak/kodim09.png,real_kodim09,,99.5316,1,full,8.47711e-05,1,full__real_kodim09__rep1,3.32435e-07
225.838,chaotic_seed_blake3_xor,0.00162589,-0.00126591,0.00067844,1,7.99986,images/datasets/real/kodak/kodim09.png,real_kodim09,,99.608,1,full,8.47711e-05,1,full__real_kodim09__rep1,3.32435e-07
269.235,aes_ctr,-9.80611e-05,0.00181286,0.000427998,1,7.99984,images/datasets/real/kodak/kodim09.png,real_kodim09,,99.6112,1,full,8.47711e-05,1,full__real_kodim09__rep1,3.32435e-07
252.371,chacha20,0.00109571,-0.000934717,-0.00183405,1,7.99985,images/datasets/real/kodak/kodim09.png,real_kodim09,,99.6203,1,full,8.47711e-05,1,full__real_kodim09__rep1,3.32435e-07
79319.4,logistic_xor,0.00683596,-0.0433601,0.0106397,1,7.95257,images/datasets/real/kodak/kodim10.png,real_kodim10,,99.3863,1,full,8.47711e-05,1,full__real_kodim10__rep1,3.32435e-07
78625.6,logistic_permute_xor,-0.00146273,-0.0108957,0.00234848,0.00877211,7.95294,images/datasets/real/kodak/kodim10.png,real_kodim10,,99.575,0.999998,full,8.47711e-05,1,full__real_kodim10__rep1,3.32435e-07
78804.9,arnold_xor,0.00729661,-0.044007,0.012108,0.175157,7.95286,images/datasets/real/kodak/kodim10.png,real_kodim10,,99.3863,1,full,8.47711e-05,1,full__real_kodim10__rep1,3.32435e-07
78526.2,tiled_arnold_xor,0.00643795,-0.0386813,0.0112805,0.0480287,7.95302,images/datasets/real/kodak/kodim10.png,real_kodim10,,99.3863,1,full,8.47711e-05,1,full__real_kodim10__rep1,3.32435e-07
322.603,tent_block_xor,-0.000873462,0.000461488,-0.00109288,1,7.9998,images/datasets/real/kodak/kodim10.png,real_kodim10,,99.6234,1,full,8.47711e-05,1,full__real_kodim10__rep1,3.32435e-07
23982.9,sine_xor,0.0362229,0.0733334,0.0417007,1,7.98565,images/datasets/real/kodak/kodim10.png,real_kodim10,,99.3009,1,full,8.47711e-05,1,full__real_kodim10__rep1,3.32435e-07
20307.1,coupled_lattice_xor,0.111541,0.0834325,0.11765,1,7.98784,images/datasets/real/kodak/kodim10.png,real_kodim10,,99.4091,1,full,8.47711e-05,1,full__real_kodim10__rep1,3.32435e-07
42108.3,hamiltonian_lattice_xor,0.00273479,-0.0290155,0.00331102,1,7.97489,images/datasets/real/kodak/kodim10.png,real_kodim10,,99.5316,1,full,8.47711e-05,1,full__real_kodim10__rep1,3.32435e-07
196.291,chaotic_seed_blake3_xor,0.00036114,-0.00315684,-0.00105785,1,7.99988,images/datasets/real/kodak/kodim10.png,real_kodim10,,99.608,1,full,8.47711e-05,1,full__real_kodim10__rep1,3.32435e-07
282.47,aes_ctr,-0.000983838,0.000514176,-0.000631291,1,7.99983,images/datasets/real/kodak/kodim10.png,real_kodim10,,99.6112,1,full,8.47711e-05,1,full__real_kodim10__rep1,3.32435e-07
271.622,chacha20,0.00148535,0.000342181,-0.00152865,1,7.99983,images/datasets/real/kodak/kodim10.png,real_kodim10,,99.6203,1,full,8.47711e-05,1,full__real_kodim10__rep1,3.32435e-07
34399.8,logistic_xor,0.000150929,-0.0519008,0.00676832,1,7.9799,images/datasets/real/kodak/kodim11.png,real_kodim11,,99.3863,1,full,8.47711e-05,1,full__real_kodim11__rep1,3.32435e-07
35121.9,logistic_permute_xor,0.00240019,-0.0224724,0.000213361,0.0110024,7.97948,images/datasets/real/kodak/kodim11.png,real_kodim11,,99.5854,0.999998,full,8.47711e-05,1,full__real_kodim11__rep1,3.32435e-07
33863.2,arnold_xor,0.00137746,-0.0446375,0.00437367,0.177733,7.98021,images/datasets/real/kodak/kodim11.png,real_kodim11,,99.3863,1,full,8.47711e-05,1,full__real_kodim11__rep1,3.32435e-07
34481.5,tiled_arnold_xor,0.00298848,-0.0471779,0.00603684,0.0587184,7.97984,images/datasets/real/kodak/kodim11.png,real_kodim11,,99.3863,1,full,8.47711e-05,1,full__real_kodim11__rep1,3.32435e-07
333.01,tent_block_xor,-0.00148461,-0.004151,-0.000887127,1,7.9998,images/datasets/real/kodak/kodim11.png,real_kodim11,,99.6234,1,full,8.47711e-05,1,full__real_kodim11__rep1,3.32435e-07
56384.3,sine_xor,0.06694,0.0381871,0.068513,1,7.96618,images/datasets/real/kodak/kodim11.png,real_kodim11,,99.3009,1,full,8.47711e-05,1,full__real_kodim11__rep1,3.32435e-07
115109,coupled_lattice_xor,0.105394,0.0722941,0.107174,1,7.92864,images/datasets/real/kodak/kodim11.png,real_kodim11,,99.4091,1,full,8.47711e-05,1,full__real_kodim11__rep1,3.32435e-07
18083.9,hamiltonian_lattice_xor,0.00279337,-0.0104908,0.00300803,1,7.98939,images/datasets/real/kodak/kodim11.png,real_kodim11,,99.5316,1,full,8.47711e-05,1,full__real_kodim11__rep1,3.32435e-07
258.979,chaotic_seed_blake3_xor,-0.000573796,0.000678021,0.00119844,1,7.99984,images/datasets/real/kodak/kodim11.png,real_kodim11,,99.608,1,full,8.47711e-05,1,full__real_kodim11__rep1,3.32435e-07
232.744,aes_ctr,0.00185034,0.00348162,0.000235363,1,7.99986,images/datasets/real/kodak/kodim11.png,real_kodim11,,99.6112,1,full,8.47711e-05,1,full__real_kodim11__rep1,3.32435e-07
245.525,chacha20,0.00116647,0.00193802,0.00206176,1,7.99985,images/datasets/real/kodak/kodim11.png,real_kodim11,,99.6203,1,full,8.47711e-05,1,full__real_kodim11__rep1,3.32435e-07
33342.4,logistic_xor,0.0066497,-0.063333,0.00859577,1,7.97977,images/datasets/real/kodak/kodim12.png,real_kodim12,,99.3863,1,full,8.47711e-05,1,full__real_kodim12__rep1,3.32435e-07
33206.8,logistic_permute_xor,0.00095958,-0.0326151,0.00222899,0.0112508,7.97985,images/datasets/real/kodak/kodim12.png,real_kodim12,,99.595,0.999998,full,8.47711e-05,1,full__real_kodim12__rep1,3.32435e-07
33311.3,arnold_xor,0.00647947,-0.0620934,0.00990318,0.173318,7.97981,images/datasets/real/kodak/kodim12.png,real_kodim12,,99.3863,1,full,8.47711e-05,1,full__real_kodim12__rep1,3.32435e-07
33362.1,tiled_arnold_xor,0.00561695,-0.0596239,0.00792489,0.0727395,7.97978,images/datasets/real/kodak/kodim12.png,real_kodim12,,99.3863,1,full,8.47711e-05,1,full__real_kodim12__rep1,3.32435e-07
268.052,tent_block_xor,-0.00134196,-0.00314356,0.000123116,1,7.99984,images/datasets/real/kodak/kodim12.png,real_kodim12,,99.6234,1,full,8.47711e-05,1,full__real_kodim12__rep1,3.32435e-07
55913.3,sine_xor,0.0734303,0.10718,0.0753376,1,7.96637,images/datasets/real/kodak/kodim12.png,real_kodim12,,99.3009,1,full,8.47711e-05,1,full__real_kodim12__rep1,3.32435e-07
91444.6,coupled_lattice_xor,0.146172,0.129699,0.150745,1,7.94362,images/datasets/real/kodak/kodim12.png,real_kodim12,,99.4091,1,full,8.47711e-05,1,full__real_kodim12__rep1,3.32435e-07
16140.9,hamiltonian_lattice_xor,0.00117752,-0.0281157,0.00370303,1,7.99022,images/datasets/real/kodak/kodim12.png,real_kodim12,,99.5316,1,full,8.47711e-05,1,full__real_kodim12__rep1,3.32435e-07
252.399,chaotic_seed_blake3_xor,-0.000527384,-0.00277304,0.00182857,1,7.99985,images/datasets/real/kodak/kodim12.png,real_kodim12,,99.608,1,full,8.47711e-05,1,full__real_kodim12__rep1,3.32435e-07
