MBps_ci95,MBps_max,MBps_mean,MBps_mean_speedup_vs_baseline,MBps_median,MBps_min,MBps_stddev,category,image_size,n,stage
11.506354944283235,277.802,264.1351666666667,1.6311637811694935,268.324,236.686,14.379948169818514,keystream,512x768,6,cellular_automata
8.127021105788522,306.225,278.6555,1.7068651328539446,280.4835,236.314,17.59185224923242,keystream,768x512,18,cellular_automata
1.6142162120305668,59.0288,56.879016666666665,0.35125573419872513,56.916399999999996,53.8227,2.0173500275526473,keystream,512x768,6,cml
0.9866337911633504,60.9011,57.68754444444445,0.3533569522660938,57.7808,51.0421,2.135679931467542,keystream,768x512,18,cml
3.655201346821326,132.757,126.89383333333335,0.7836314550583944,128.04,121.272,4.568050105533722,keystream,512x768,6,fixed_point_tent
4.573158535121811,141.702,129.1270777777778,0.7909497812395891,130.7715,93.3204,9.89911656620134,keystream,768x512,18,fixed_point_tent
0.190649791516394,11.3947,10.959783333333334,0.06768201996123852,10.91515,10.7452,0.2382626065220196,keystream,512x768,6,hamiltonian
0.22305741330941126,11.9097,11.066623333333332,0.06778704711048072,11.0658,9.90222,0.48283288636229127,keystream,768x512,18,hamiltonian
12.01374948093614,176.376,161.93050000000002,1.0,166.5925,133.192,15.014059247918265,keystream,512x768,6,logistic_double
1.8909777839520339,169.862,163.25572222222223,1.0,162.901,156.645,4.093234328894673,keystream,768x512,18,logistic_double
0.47668444236319557,47.3628,46.53353333333333,0.28736731704856916,46.41075,45.8858,0.5957314551596767,keystream,512x768,6,reaction_diffusion
0.6964278510375155,48.9584,46.53561666666667,0.28504738476071795,46.6233,43.7409,1.5074964981912304,keystream,768x512,18,reaction_diffusion
0.3268951022150346,23.1908,22.698683333333335,0.14017546622367827,22.78605,22.0599,0.4085337754294825,keystream,512x768,6,sine_map
0.5924219619338545,24.4581,22.33452777777778,0.13680701340058524,22.52225,18.8771,1.2823640406344914,keystream,768x512,18,sine_map
2.2461687098115024,69.1549,67.08445,16.931396385785437,68.1685,61.9192,2.807126130226428,permutation,512x768,6,affine_modular
1.046650312594064,70.8693,68.14471111111112,16.18925275922996,68.36685,61.8807,2.265592449692701,permutation,768x512,18,affine_modular
4.642361426237005,171.253,164.5465,41.52977352268138,165.054,156.668,5.801743212173382,permutation,512x768,6,arnold_cat_map
2.194508649553536,175.699,166.16305555555556,39.475634451640374,164.99849999999998,159.389,4.750261063689301,permutation,768x512,18,arnold_cat_map
12.208101264694688,483.871,463.3735,116.95050646116569,462.6335,443.604,15.256948380983664,permutation,512x768,6,block_permutation
12.692763422689664,517.092,468.13116666666673,111.21470262428267,473.8455,404.701,27.47491557606255,permutation,768x512,18,block_permutation
0.22385189561392685,4.46125,3.9621333333333335,1.0,3.9261349999999995,3.68927,0.2797565929637166,permutation,512x768,6,chaotic_sort
0.0774334899738304,4.45865,4.209256111111111,1.0,4.197325,3.84982,0.16761350770847758,permutation,768x512,18,chaotic_sort
4.432568636505624,203.793,194.87199999999999,49.183604792031225,193.76600000000002,187.566,5.539556841481094,permutation,512x768,6,checkerboard_swaps
5.365311176903152,206.669,193.75005555555558,46.02952408719356,195.3345,154.824,11.61382015213529,permutation,768x512,18,checkerboard_swaps
0.6693619846723035,58.6295,57.77633333333333,14.582127473414994,57.895300000000006,56.8132,0.836528222277448,permutation,512x768,6,feistel_index
1.2350011972501183,62.4274,57.3369888888889,13.621644151691624,57.801,51.1747,2.673299146986929,permutation,768x512,18,feistel_index
2.9812230835841396,55.9415,53.412299999999995,13.480692219679632,54.53935,45.9408,3.7257527368305037,permutation,512x768,6,random_walk
1.2067368772128846,57.1273,53.61902222222222,12.738360605021128,54.30245,48.683,2.6121178438319657,permutation,768x512,18,random_walk
