MBps,bytes,channels,cipher,correct,dataset,diffusion_ms,diffusion_share_pct,height,image,image_kind,image_size,keygen_ms,keygen_share_pct,mode,permutation_ms,permutation_share_pct,repeat,run_id,total_ms,variant,width
414.777,786432,3,chaotic_seed_blake3_xor,1,synthetic_control,0.195523,10.813129078641742,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,1.44893,80.13106957195001,full,0.000148,0.008184935294768277,1,full__gradient_512x512__rep1,1.8082,scalar_avx2,512
332.811,786432,3,aes_ctr,1,synthetic_control,2.00864,89.13304903861942,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,1,full__gradient_512x512__rep1,2.25353,openssl_evp,512
845.454,786432,3,chacha20,1,synthetic_control,0.786751,88.68827197025804,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,1,full__gradient_512x512__rep1,0.887097,openssl_evp,512
1451.86,786432,3,aes_256_gcm,1,synthetic_control,0.405092,78.41805722250183,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,1,full__gradient_512x512__rep1,0.51658,openssl_evp_aead,512
620.412,786432,3,chacha20_poly1305,1,synthetic_control,1.1133,92.09426985531944,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,1,full__gradient_512x512__rep1,1.20887,openssl_evp_aead,512
181.626,786432,3,logistic_xor,1,synthetic_control,0.635338,15.385870933994614,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,2.83115,68.56147199566034,full,4.1e-05,0.0009928899393610632,2,full__gradient_512x512__rep2,4.12936,scalar_avx2,512
19.5683,786432,3,logistic_permute_xor,1,synthetic_control,0.216946,0.5660336991290826,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,2.58828,6.7530800419543215,full,35.3647,92.27002092497796,2,full__gradient_512x512__rep2,38.3274,scalar_avx2,512
156.341,786432,3,arnold_xor,1,synthetic_control,0.210414,4.386192750339261,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,2.5701,53.57511376451631,full,1.8522,38.61010299779663,2,full__gradient_512x512__rep2,4.79719,scalar_avx2,512
139.951,786432,3,tiled_arnold_xor,1,synthetic_control,0.221778,4.138405902571739,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,2.56809,47.920888520662366,full,2.41474,45.05935786766984,2,full__gradient_512x512__rep2,5.35902,scalar_avx2,512
152.66,786432,3,tent_block_xor,1,synthetic_control,0.209971,4.273888228493266,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,4.5515,92.64423311784533,full,4.1e-05,0.0008345410431355947,2,full__gradient_512x512__rep2,4.91288,scalar_avx2,512
