image,cipher,variant,width,height,channels,bytes,keygen_ms,permutation_ms,diffusion_ms,total_ms,MBps,correct
images/datasets/real/kodak/kodim03.png,logistic_xor,scalar_avx2,768,512,3,1179648,4.30159,4.9e-05,0.970235,6.317,178.091,1
images/datasets/real/kodak/kodim03.png,logistic_permute_xor,scalar_avx2,768,512,3,1179648,3.93018,65.192,0.355094,69.6577,16.1504,1
images/datasets/real/kodak/kodim03.png,arnold_xor,scalar_avx2,768,512,3,1179648,3.87864,2.95784,0.31274,7.32078,153.672,1
images/datasets/real/kodak/kodim03.png,tiled_arnold_xor,scalar_avx2,768,512,3,1179648,4.10318,4.14131,0.329732,8.73574,128.781,1
images/datasets/real/kodak/kodim03.png,tent_block_xor,scalar_avx2,768,512,3,1179648,6.85966,3.2e-05,0.30168,7.32214,153.644,1
images/datasets/real/kodak/kodim03.png,sine_xor,scalar_avx2,768,512,3,1179648,34.0285,3.3e-05,0.337691,34.5512,32.5603,1
images/datasets/real/kodak/kodim03.png,coupled_lattice_xor,scalar_avx2,768,512,3,1179648,11.7531,0.000114,0.324309,12.2493,91.8417,1
images/datasets/real/kodak/kodim03.png,hamiltonian_lattice_xor,scalar_avx2,768,512,3,1179648,78.9165,3.3e-05,0.347775,79.4365,14.1623,1
images/datasets/real/kodak/kodim03.png,chaotic_seed_blake3_xor,scalar_avx2,768,512,3,1179648,2.29056,4.1e-05,0.280454,2.73833,410.835,1
images/datasets/real/kodak/kodim03.png,aes_ctr,openssl_evp,768,512,3,1179648,0,0,2.36687,2.62145,429.152,1
images/datasets/real/kodak/kodim03.png,chacha20,openssl_evp,768,512,3,1179648,0,0,1.2587,1.49836,750.819,1
images/datasets/real/kodak/kodim03.png,aes_256_gcm,openssl_evp_aead,768,512,3,1179648,0,0,0.637869,0.907583,1239.56,1
images/datasets/real/kodak/kodim03.png,chacha20_poly1305,openssl_evp_aead,768,512,3,1179648,0,0,1.82729,2.06735,544.174,1
