image,cipher,entropy,chi_square,corr_h,corr_v,corr_d,npcr,uaci,key_sensitivity,kpa_score,cpa_score
images/datasets/real/kodak/kodim19.png,logistic_xor,7.97784,36934.4,-0.0505787,0.00942696,0.00826362,8.47711e-05,3.32435e-07,99.3863,1,1
images/datasets/real/kodak/kodim19.png,logistic_permute_xor,7.97792,36857.8,-0.00146675,0.00023572,0.00102667,8.47711e-05,3.32435e-07,99.5928,0.999998,0.00748867
images/datasets/real/kodak/kodim19.png,arnold_xor,7.9777,37219.3,-0.0463902,0.00896256,0.00818451,8.47711e-05,3.32435e-07,99.3863,1,0.173505
images/datasets/real/kodak/kodim19.png,tiled_arnold_xor,7.97783,36987.5,-0.0430889,0.00836594,0.00690533,8.47711e-05,3.32435e-07,99.3863,1,0.0346027
images/datasets/real/kodak/kodim19.png,tent_block_xor,7.99984,265.218,-0.00153671,-0.000982128,-0.000348833,8.47711e-05,3.32435e-07,99.6234,1,1
images/datasets/real/kodak/kodim19.png,sine_xor,7.9839,26580.4,0.0954661,0.0679094,0.058111,8.47711e-05,3.32435e-07,99.3009,1,1
images/datasets/real/kodak/kodim19.png,coupled_lattice_xor,7.97919,34257.5,0.126366,0.16105,0.153107,8.47711e-05,3.32435e-07,99.4091,1,1
images/datasets/real/kodak/kodim19.png,hamiltonian_lattice_xor,7.98742,20943.3,-0.0236226,0.0049188,0.00209846,8.47711e-05,3.32435e-07,99.5316,1,1
images/datasets/real/kodak/kodim19.png,chaotic_seed_blake3_xor,7.99983,270.857,-0.00070828,-0.00219423,-0.000361081,8.47711e-05,3.32435e-07,99.608,1,1
images/datasets/real/kodak/kodim19.png,aes_ctr,7.99985,245.158,0.00133756,-0.00189588,0.0011253,8.47711e-05,3.32435e-07,99.6112,1,1
images/datasets/real/kodak/kodim19.png,chacha20,7.99984,259.934,-0.000208415,0.00086192,0.00247216,8.47711e-05,3.32435e-07,99.6203,1,1
images/datasets/real/kodak/kodim19.png,aes_256_gcm,7.99984,269.263,0.00110288,-0.000641783,0.000966594,8.47711e-05,3.32435e-07,99.5998,1,1
images/datasets/real/kodak/kodim19.png,chacha20_poly1305,7.99984,266.466,-0.00112175,0.00216374,-0.00182303,8.47711e-05,3.32435e-07,99.6071,1,1
