image,cipher,variant,width,height,channels,bytes,keygen_ms,permutation_ms,diffusion_ms,total_ms,MBps,correct
images/datasets/synthetic/texture_1024x1024.ppm,logistic_xor,scalar_avx2,1024,1024,3,3145728,11.196,9e-05,1.91976,14.2588,210.397,1
images/datasets/synthetic/texture_1024x1024.ppm,logistic_permute_xor,scalar_avx2,1024,1024,3,3145728,10.2602,183.861,0.803436,195.5,15.3453,1
images/datasets/synthetic/texture_1024x1024.ppm,arnold_xor,scalar_avx2,1024,1024,3,3145728,10.275,7.36004,0.597221,18.6381,160.96,1
images/datasets/synthetic/texture_1024x1024.ppm,tiled_arnold_xor,scalar_avx2,1024,1024,3,3145728,10.2134,10.1198,0.587696,21.3259,140.674,1
images/datasets/synthetic/texture_1024x1024.ppm,tent_block_xor,scalar_avx2,1024,1024,3,3145728,18.0149,4.1e-05,0.606879,19.0131,157.786,1
images/datasets/synthetic/texture_1024x1024.ppm,sine_xor,scalar_avx2,1024,1024,3,3145728,87.2373,3.3e-05,0.629426,88.2739,33.9851,1
images/datasets/synthetic/texture_1024x1024.ppm,coupled_lattice_xor,scalar_avx2,1024,1024,3,3145728,29.3441,4.9e-05,0.62539,30.3936,98.7051,1
images/datasets/synthetic/texture_1024x1024.ppm,hamiltonian_lattice_xor,scalar_avx2,1024,1024,3,3145728,202.402,4.1e-05,0.63599,203.454,14.7453,1
images/datasets/synthetic/texture_1024x1024.ppm,chaotic_seed_blake3_xor,scalar_avx2,1024,1024,3,3145728,5.74613,4.1e-05,0.841672,7.08444,423.463,1
images/datasets/synthetic/texture_1024x1024.ppm,aes_ctr,openssl_evp,1024,1024,3,3145728,0,0,3.15393,3.71285,808.004,1
images/datasets/synthetic/texture_1024x1024.ppm,chacha20,openssl_evp,1024,1024,3,3145728,0,0,3.09108,3.56406,841.735,1
images/datasets/synthetic/texture_1024x1024.ppm,aes_256_gcm,openssl_evp_aead,1024,1024,3,3145728,0,0,1.60015,2.05669,1458.66,1
images/datasets/synthetic/texture_1024x1024.ppm,chacha20_poly1305,openssl_evp_aead,1024,1024,3,3145728,0,0,4.37016,4.80967,623.744,1
