MBps,bytes,channels,checksum,dataset,diffusion,diffusion_ms,diffusion_share_pct,height,image,image_kind,image_size,keygen_ms,keygen_share_pct,keystream,mode,permutation,permutation_ms,permutation_share_pct,repeat,run_id,scheme,total_ms,width
216.892,786432,3,14141379237052620034,synthetic_control,arx_block,0.829467,23.98724677916106,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,1.94241,56.17229861623216,cellular_automata,candidates,checkerboard_swaps,0.681915,19.72020995098252,2,candidates__gradient_512x512__rep2,Checkerboard-CA-ARX,3.45795,512
45.7428,786432,3,11511167765748651023,synthetic_control,prefix_tree_reverse,3.93345,23.990302512808004,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,1.5234,9.291290558672847,cellular_automata,candidates,affine_bitplane,10.9348,66.6918760673335,2,candidates__gradient_512x512__rep2,Affine-CA-PrefixTree,16.396,512
230.74,786432,3,4305604454997157537,synthetic_control,multilane_tree,1.07777,33.15797084060164,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,1.52536,46.928233668983296,cellular_automata,candidates,checkerboard_swaps,0.644115,19.816423158924568,2,candidates__gradient_512x512__rep2,Checkerboard-CA-MultilaneTree,3.25041,512
32.4576,786432,3,9616188472344676131,synthetic_control,stencil,4.1567,17.988843255968945,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,11.9084,51.5356751820869,cml,candidates,feistel_index,7.0378,30.457305330396284,2,candidates__gradient_512x512__rep2,CML-Feistel-Stencil,23.1071,512
9.83541,786432,3,16874792644486012194,synthetic_control,stencil,3.34433,4.385713217870018,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,66.0456,86.61138730393114,hamiltonian,candidates,block_feistel,6.8607,8.997037575191692,2,candidates__gradient_512x512__rep2,Hamiltonian-Block-Stencil,76.2551,512
29.1656,786432,3,4577604707368596687,synthetic_control,bitplane,1.60115,6.22647305873569,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,12.0921,47.023161398705824,cml,candidates,affine_bitplane,12.0182,46.73578272772524,2,candidates__gradient_512x512__rep2,Affine-CML-Bitplane,25.7152,512
80.8009,786432,3,1030153695164066229,synthetic_control,arx_block,0.976767,10.523159166005,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,1.94695,20.975385878365493,cellular_automata,candidates,feistel_index,6.35411,68.4557431693577,3,candidates__gradient_512x512__rep3,CA-Feistel-ARX,9.28207,512
251.821,786432,3,14141379237052620034,synthetic_control,arx_block,0.821642,27.587524468574458,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,1.49269,50.118691472680815,cellular_automata,candidates,checkerboard_swaps,0.660958,22.19238427161713,3,candidates__gradient_512x512__rep3,Checkerboard-CA-ARX,2.97831,512
42.6079,786432,3,11511167765748651023,synthetic_control,prefix_tree_reverse,4.31295,24.502056537744853,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,1.53472,8.718811071217562,cellular_automata,candidates,affine_bitplane,11.7504,66.75453347270827,3,candidates__gradient_512x512__rep3,Affine-CA-PrefixTree,17.6024,512
203.025,786432,3,4305604454997157537,synthetic_control,multilane_tree,1.28166,34.6945018177487,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,1.71826,46.513252105367165,cellular_automata,candidates,checkerboard_swaps,0.691116,18.708491579884843,3,candidates__gradient_512x512__rep3,Checkerboard-CA-MultilaneTree,3.69413,512
