MBps_mean,dataset,family,fps_eq_mean,image_size,meets_30fps,meets_60fps,ms_ci95,ms_mean,ms_p95,n,name
44.74635,kodak_photocd,candidate,39.72995987715496,512x768,yes,no,0.40378461042593616,25.169922222222223,26.177349999999997,18,Affine-CA-PrefixTree
44.48754074074074,kodak_photocd,candidate,39.51455057467328,768x512,yes,no,0.1840117438149069,25.307133333333333,26.304965,54,Affine-CA-PrefixTree
43.65371111111111,synthetic_control,candidate,14.545842434586133,1024x1024,no,no,0.9185145183615165,68.74816666666668,70.60424,9,Affine-CA-PrefixTree
40.862655555555556,synthetic_control,candidate,3.3998790398590484,2048x2048,no,no,8.14508902216984,294.12811111111114,310.639,9,Affine-CA-PrefixTree
39.35434444444444,synthetic_control,candidate,0.8178056275931254,4096x4096,no,no,43.21085781862278,1222.7844444444445,1315.994,9,Affine-CA-PrefixTree
44.38831111111111,synthetic_control,candidate,59.14783739076544,512x512,yes,no,0.29347710688540424,16.90678888888889,17.60004,9,Affine-CA-PrefixTree
43.54098055555556,video_frame_workload,candidate,16.49644852083907,1280x720,no,no,0.6426107146561337,60.61910833333333,62.98525,36,Affine-CA-PrefixTree
42.02878055555556,video_frame_workload,candidate,7.079071060698512,1920x1080,no,no,1.2567158284122846,141.2614722222222,145.28375,36,Affine-CA-PrefixTree
29.965255555555554,kodak_photocd,candidate,26.61957171475295,512x768,no,no,0.43823063250380595,37.56634444444445,38.75752,18,Affine-CML-Bitplane
30.097244444444442,kodak_photocd,candidate,26.736426955784484,768x512,no,no,0.25039687967280544,37.40215555555556,38.926165,54,Affine-CML-Bitplane
29.775211111111112,synthetic_control,candidate,9.923042395978124,1024x1024,no,no,1.0027599394723363,100.77554444444445,103.0758,9,Affine-CML-Bitplane
28.70545555555556,synthetic_control,candidate,2.388685909566475,2048x2048,no,no,11.048305411168903,418.6402222222222,443.99339999999995,9,Affine-CML-Bitplane
30.022677777777776,synthetic_control,candidate,40.01847964460033,512x512,yes,no,0.2966260347663951,24.988455555555554,25.57824,9,Affine-CML-Bitplane
29.49373055555556,video_frame_workload,candidate,11.183298960739133,1280x720,no,no,0.43931506692198047,89.41905277777778,91.21232499999999,36,Affine-CML-Bitplane
29.26557777777778,video_frame_workload,candidate,4.931812216318052,1920x1080,no,no,1.0437681109868642,202.7652222222222,207.64925,36,Affine-CML-Bitplane
51.430822222222226,kodak_photocd,candidate,45.69909330460045,512x768,yes,no,0.2009057601274954,21.882272222222223,22.38347,18,CA-Feistel-ARX
51.33129259259259,kodak_photocd,candidate,45.597294155237506,768x512,yes,no,0.1532689211142593,21.931125925925926,22.964635,54,CA-Feistel-ARX
78.59055555555555,synthetic_control,candidate,26.182991179823034,1024x1024,no,no,0.6122160896132457,38.19273333333334,39.64662,9,CA-Feistel-ARX
64.48177777777778,synthetic_control,candidate,5.346027574810232,2048x2048,no,no,9.606466959701782,187.05477777777776,211.8424,9,CA-Feistel-ARX
40.16843333333333,synthetic_control,candidate,0.8327685157983127,4096x4096,no,no,54.602565697536846,1200.8138888888889,1269.9660000000001,9,CA-Feistel-ARX
78.14301111111111,synthetic_control,candidate,104.04176837712875,512x512,yes,yes,0.2544642517564111,9.611524444444445,10.22732,9,CA-Feistel-ARX
64.37034444444446,video_frame_workload,candidate,24.388130594916607,1280x720,no,no,0.4444122157500445,41.00355277777778,42.94375,36,CA-Feistel-ARX
76.24421666666666,video_frame_workload,candidate,12.842529434631544,1920x1080,no,no,0.6892787019532896,77.86628055555555,81.40815,36,CA-Feistel-ARX
27.539766666666665,kodak_photocd,candidate,24.440094409369138,512x768,no,no,0.8076367823210647,40.91637222222222,44.90112,18,CML-Feistel-Stencil
27.64242777777778,kodak_photocd,candidate,24.560900002342382,768x512,no,no,0.22333291482581621,40.71512037037037,42.096775,54,CML-Feistel-Stencil
33.38991111111111,synthetic_control,candidate,11.119927428882503,1024x1024,no,no,1.925296798786766,89.92864444444444,94.58196,9,CML-Feistel-Stencil
29.730422222222224,synthetic_control,candidate,2.472273453222114,2048x2048,no,no,13.131067431065917,404.486,434.9478,9,CML-Feistel-Stencil
34.595844444444445,synthetic_control,candidate,46.09146903242227,512x512,yes,no,0.42661933716975425,21.69598888888889,22.6637,9,CML-Feistel-Stencil
30.791691666666665,video_frame_workload,candidate,11.67200460940431,1280x720,no,no,0.6503611100409988,85.67508611111111,88.571575,36,CML-Feistel-Stencil
32.73920277777778,video_frame_workload,candidate,5.513020222370733,1920x1080,no,no,1.9580987413672981,181.3887777777778,187.85975,36,CML-Feistel-Stencil
231.0282222222222,kodak_photocd,candidate,202.1665288377637,512x768,yes,yes,0.3239295071377066,4.946417222222222,6.603581999999999,18,Checkerboard-CA-ARX
233.95168518518517,kodak_photocd,candidate,206.5874383436921,768x512,yes,yes,0.11835701200929696,4.840565370370371,5.37793,54,Checkerboard-CA-ARX
213.62166666666667,synthetic_control,candidate,71.1718444183481,1024x1024,yes,yes,0.21891122775225572,14.0505,14.600200000000001,9,Checkerboard-CA-ARX
199.91133333333335,synthetic_control,candidate,16.63786775002602,2048x2048,no,no,1.4969440783257626,60.103855555555555,62.983599999999996,9,Checkerboard-CA-ARX
187.08522222222223,synthetic_control,candidate,3.884398572095085,4096x4096,no,no,10.560910304664102,257.4401111111111,281.4012,9,Checkerboard-CA-ARX
239.16688888888888,synthetic_control,candidate,317.83465605522696,512x512,yes,yes,0.12724920283642902,3.14629,3.447734,9,Checkerboard-CA-ARX
207.27319444444444,video_frame_workload,candidate,78.29841876343306,1280x720,yes,yes,0.27852559277404537,12.771650000000001,14.06325,36,Checkerboard-CA-ARX
204.99358333333333,video_frame_workload,candidate,34.492789282400516,1920x1080,yes,no,0.40391971837713814,28.991566666666667,31.060325,36,Checkerboard-CA-ARX
212.77283333333332,kodak_photocd,candidate,188.38698873864445,512x768,yes,yes,0.16480082300709187,5.308222222222223,5.871912999999999,18,Checkerboard-CA-MultilaneTree
212.48714814814815,kodak_photocd,candidate,188.24415922820452,768x512,yes,yes,0.08478112718526716,5.312249814814815,5.959956999999999,54,Checkerboard-CA-MultilaneTree
176.797,synthetic_control,candidate,58.86604377671456,1024x1024,yes,no,0.38979276544819674,16.98772222222222,17.69386,9,Checkerboard-CA-MultilaneTree
163.5538888888889,synthetic_control,candidate,13.607657663991553,2048x2048,no,no,2.033587375290167,73.48803333333333,76.85754,9,Checkerboard-CA-MultilaneTree
