chi_square,cipher,corr_d,corr_h,corr_v,cpa_score,dataset,entropy,image,image_kind,image_size,key_sensitivity,kpa_score,mode,npcr,repeat,run_id,uaci
62140.3,coupled_lattice_xor,0.164071,0.141487,0.167408,1,kodak_photocd,7.96157,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.4091,1,full,8.47711e-05,2,full__real_kodim14__rep2,3.32435e-07
4327.12,hamiltonian_lattice_xor,0.00134616,-0.015579,0.00414223,1,kodak_photocd,7.99732,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.5316,1,full,8.47711e-05,2,full__real_kodim14__rep2,3.32435e-07
309.816,chaotic_seed_blake3_xor,0.00102046,-7.39722e-05,0.00324048,1,kodak_photocd,7.99981,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.608,1,full,8.47711e-05,2,full__real_kodim14__rep2,3.32435e-07
256.201,aes_ctr,-0.000938902,0.000758103,-0.000210472,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.6112,1,full,8.47711e-05,2,full__real_kodim14__rep2,3.32435e-07
259.981,chacha20,0.000992044,0.000955785,-0.00127715,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.6203,1,full,8.47711e-05,2,full__real_kodim14__rep2,3.32435e-07
266.558,aes_256_gcm,0.000305608,0.000674728,0.00109599,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.5998,1,full,8.47711e-05,2,full__real_kodim14__rep2,3.32435e-07
260.304,chacha20_poly1305,-0.00154478,-0.00361126,-0.00110315,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.6071,1,full,8.47711e-05,2,full__real_kodim14__rep2,3.32435e-07
8739.53,logistic_xor,0.00621176,-0.0549704,0.00901288,1,kodak_photocd,7.99457,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.3863,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
9065.35,logistic_permute_xor,0.0017466,-0.0173298,-0.000977404,0.00638919,kodak_photocd,7.99437,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.6044,0.999998,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
8861.05,arnold_xor,0.00730865,-0.0514672,0.00945146,0.171837,kodak_photocd,7.99449,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.3863,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
8886.67,tiled_arnold_xor,0.00510801,-0.0509233,0.00754462,0.0218345,kodak_photocd,7.99447,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.3863,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
279.363,tent_block_xor,-0.000755684,-0.00468503,-0.00122192,1,kodak_photocd,7.99983,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.6234,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
28617.1,sine_xor,0.0865966,0.0754191,0.0863742,1,kodak_photocd,7.98242,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.3009,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
62140.3,coupled_lattice_xor,0.164071,0.141487,0.167408,1,kodak_photocd,7.96157,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.4091,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
4327.12,hamiltonian_lattice_xor,0.00134616,-0.015579,0.00414223,1,kodak_photocd,7.99732,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.5316,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
309.816,chaotic_seed_blake3_xor,0.00102046,-7.39722e-05,0.00324048,1,kodak_photocd,7.99981,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.608,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
256.201,aes_ctr,-0.000938902,0.000758103,-0.000210472,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.6112,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
259.981,chacha20,0.000992044,0.000955785,-0.00127715,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.6203,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
266.558,aes_256_gcm,0.000305608,0.000674728,0.00109599,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.5998,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
260.304,chacha20_poly1305,-0.00154478,-0.00361126,-0.00110315,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim14.png,real_kodim14,,99.6071,1,full,8.47711e-05,3,full__real_kodim14__rep3,3.32435e-07
25484.2,logistic_xor,0.0120922,-0.0619546,0.0157816,1,kodak_photocd,7.98459,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3863,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
25252.1,logistic_permute_xor,0.00277921,-0.00640279,0.000863855,0.0119239,kodak_photocd,7.98473,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.5989,0.999998,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
25902,arnold_xor,0.0120637,-0.0599822,0.0159965,0.174184,kodak_photocd,7.98434,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3863,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
25570,tiled_arnold_xor,0.0111574,-0.0588968,0.0158867,0.0859095,kodak_photocd,7.98454,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3863,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
265.428,tent_block_xor,-0.00217094,-0.00663674,-7.1266e-05,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6234,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
14371.6,sine_xor,0.237019,0.199474,0.240416,1,kodak_photocd,7.99138,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3009,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
22614.1,coupled_lattice_xor,0.414854,0.378863,0.417376,1,kodak_photocd,7.98626,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.4091,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
11796.1,hamiltonian_lattice_xor,0.00646842,-0.00712585,0.00636768,1,kodak_photocd,7.99283,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.5316,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
267.595,chaotic_seed_blake3_xor,0.000346794,-0.00264675,0.00343847,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.608,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
234.495,aes_ctr,-0.00307279,-0.000677566,-0.00110869,1,kodak_photocd,7.99986,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6112,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
246.926,chacha20,0.00253895,0.000652794,0.0011774,1,kodak_photocd,7.99985,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6203,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
314.941,aes_256_gcm,-0.00215795,-0.00300226,-0.000404424,1,kodak_photocd,7.99981,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.5998,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
296.29,chacha20_poly1305,-0.000624334,-0.00303124,0.00112639,1,kodak_photocd,7.99982,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6071,1,full,8.47711e-05,1,full__real_kodim15__rep1,3.32435e-07
25484.2,logistic_xor,0.0120922,-0.0619546,0.0157816,1,kodak_photocd,7.98459,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3863,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
25252.1,logistic_permute_xor,0.00277921,-0.00640279,0.000863855,0.0119239,kodak_photocd,7.98473,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.5989,0.999998,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
25902,arnold_xor,0.0120637,-0.0599822,0.0159965,0.174184,kodak_photocd,7.98434,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3863,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
25570,tiled_arnold_xor,0.0111574,-0.0588968,0.0158867,0.0859095,kodak_photocd,7.98454,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3863,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
265.428,tent_block_xor,-0.00217094,-0.00663674,-7.1266e-05,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6234,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
14371.6,sine_xor,0.237019,0.199474,0.240416,1,kodak_photocd,7.99138,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3009,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
22614.1,coupled_lattice_xor,0.414854,0.378863,0.417376,1,kodak_photocd,7.98626,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.4091,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
11796.1,hamiltonian_lattice_xor,0.00646842,-0.00712585,0.00636768,1,kodak_photocd,7.99283,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.5316,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
267.595,chaotic_seed_blake3_xor,0.000346794,-0.00264675,0.00343847,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.608,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
234.495,aes_ctr,-0.00307279,-0.000677566,-0.00110869,1,kodak_photocd,7.99986,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6112,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
246.926,chacha20,0.00253895,0.000652794,0.0011774,1,kodak_photocd,7.99985,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6203,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
314.941,aes_256_gcm,-0.00215795,-0.00300226,-0.000404424,1,kodak_photocd,7.99981,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.5998,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
296.29,chacha20_poly1305,-0.000624334,-0.00303124,0.00112639,1,kodak_photocd,7.99982,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6071,1,full,8.47711e-05,2,full__real_kodim15__rep2,3.32435e-07
25484.2,logistic_xor,0.0120922,-0.0619546,0.0157816,1,kodak_photocd,7.98459,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3863,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
25252.1,logistic_permute_xor,0.00277921,-0.00640279,0.000863855,0.0119239,kodak_photocd,7.98473,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.5989,0.999998,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
25902,arnold_xor,0.0120637,-0.0599822,0.0159965,0.174184,kodak_photocd,7.98434,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3863,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
25570,tiled_arnold_xor,0.0111574,-0.0588968,0.0158867,0.0859095,kodak_photocd,7.98454,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3863,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
265.428,tent_block_xor,-0.00217094,-0.00663674,-7.1266e-05,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6234,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
14371.6,sine_xor,0.237019,0.199474,0.240416,1,kodak_photocd,7.99138,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.3009,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
22614.1,coupled_lattice_xor,0.414854,0.378863,0.417376,1,kodak_photocd,7.98626,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.4091,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
11796.1,hamiltonian_lattice_xor,0.00646842,-0.00712585,0.00636768,1,kodak_photocd,7.99283,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.5316,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
267.595,chaotic_seed_blake3_xor,0.000346794,-0.00264675,0.00343847,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.608,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
234.495,aes_ctr,-0.00307279,-0.000677566,-0.00110869,1,kodak_photocd,7.99986,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6112,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
246.926,chacha20,0.00253895,0.000652794,0.0011774,1,kodak_photocd,7.99985,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6203,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
314.941,aes_256_gcm,-0.00215795,-0.00300226,-0.000404424,1,kodak_photocd,7.99981,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.5998,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
296.29,chacha20_poly1305,-0.000624334,-0.00303124,0.00112639,1,kodak_photocd,7.99982,images/datasets/real/kodak/kodim15.png,real_kodim15,,99.6071,1,full,8.47711e-05,3,full__real_kodim15__rep3,3.32435e-07
35686.9,logistic_xor,0.00678088,-0.0539561,0.00856073,1,kodak_photocd,7.97821,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3863,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
36251.7,logistic_permute_xor,0.00211957,-0.00622887,0.000497937,0.00778622,kodak_photocd,7.97793,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6054,0.999998,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
36187.6,arnold_xor,0.00726351,-0.0529425,0.00778638,0.173165,kodak_photocd,7.97796,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3863,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
36016.2,tiled_arnold_xor,0.00765453,-0.0505829,0.00921954,0.0437249,kodak_photocd,7.978,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3863,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
265.111,tent_block_xor,-0.000458495,-0.00213096,0.000501528,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6234,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
36114.1,sine_xor,0.0723428,0.0903864,0.0743141,1,kodak_photocd,7.97782,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3009,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
58063.2,coupled_lattice_xor,0.145067,0.114467,0.144263,1,kodak_photocd,7.96446,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.4091,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
21620.6,hamiltonian_lattice_xor,8.75943e-05,-0.0245433,0.00233196,1,kodak_photocd,7.98676,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.5316,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
240.615,chaotic_seed_blake3_xor,0.0022959,-0.00283278,0.00246073,1,kodak_photocd,7.99985,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.608,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
236.151,aes_ctr,0.000683289,0.00131747,-0.00105445,1,kodak_photocd,7.99986,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6112,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
257.573,chacha20,0.00256781,-0.000176936,0.000162419,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6203,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
270.064,aes_256_gcm,-0.00129628,0.000812411,0.000499524,1,kodak_photocd,7.99983,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.5998,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
268.665,chacha20_poly1305,-0.00230924,-0.00354541,-0.00201756,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6071,1,full,8.47711e-05,1,full__real_kodim16__rep1,3.32435e-07
35686.9,logistic_xor,0.00678088,-0.0539561,0.00856073,1,kodak_photocd,7.97821,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3863,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
36251.7,logistic_permute_xor,0.00211957,-0.00622887,0.000497937,0.00778622,kodak_photocd,7.97793,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6054,0.999998,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
36187.6,arnold_xor,0.00726351,-0.0529425,0.00778638,0.173165,kodak_photocd,7.97796,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3863,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
36016.2,tiled_arnold_xor,0.00765453,-0.0505829,0.00921954,0.0437249,kodak_photocd,7.978,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3863,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
265.111,tent_block_xor,-0.000458495,-0.00213096,0.000501528,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6234,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
36114.1,sine_xor,0.0723428,0.0903864,0.0743141,1,kodak_photocd,7.97782,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3009,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
58063.2,coupled_lattice_xor,0.145067,0.114467,0.144263,1,kodak_photocd,7.96446,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.4091,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
21620.6,hamiltonian_lattice_xor,8.75943e-05,-0.0245433,0.00233196,1,kodak_photocd,7.98676,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.5316,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
240.615,chaotic_seed_blake3_xor,0.0022959,-0.00283278,0.00246073,1,kodak_photocd,7.99985,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.608,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
236.151,aes_ctr,0.000683289,0.00131747,-0.00105445,1,kodak_photocd,7.99986,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6112,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
257.573,chacha20,0.00256781,-0.000176936,0.000162419,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6203,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
270.064,aes_256_gcm,-0.00129628,0.000812411,0.000499524,1,kodak_photocd,7.99983,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.5998,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
268.665,chacha20_poly1305,-0.00230924,-0.00354541,-0.00201756,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6071,1,full,8.47711e-05,2,full__real_kodim16__rep2,3.32435e-07
35686.9,logistic_xor,0.00678088,-0.0539561,0.00856073,1,kodak_photocd,7.97821,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3863,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
36251.7,logistic_permute_xor,0.00211957,-0.00622887,0.000497937,0.00778622,kodak_photocd,7.97793,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6054,0.999998,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
36187.6,arnold_xor,0.00726351,-0.0529425,0.00778638,0.173165,kodak_photocd,7.97796,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3863,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
36016.2,tiled_arnold_xor,0.00765453,-0.0505829,0.00921954,0.0437249,kodak_photocd,7.978,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3863,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
265.111,tent_block_xor,-0.000458495,-0.00213096,0.000501528,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6234,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
36114.1,sine_xor,0.0723428,0.0903864,0.0743141,1,kodak_photocd,7.97782,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.3009,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
58063.2,coupled_lattice_xor,0.145067,0.114467,0.144263,1,kodak_photocd,7.96446,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.4091,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
21620.6,hamiltonian_lattice_xor,8.75943e-05,-0.0245433,0.00233196,1,kodak_photocd,7.98676,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.5316,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
240.615,chaotic_seed_blake3_xor,0.0022959,-0.00283278,0.00246073,1,kodak_photocd,7.99985,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.608,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
236.151,aes_ctr,0.000683289,0.00131747,-0.00105445,1,kodak_photocd,7.99986,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6112,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
257.573,chacha20,0.00256781,-0.000176936,0.000162419,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6203,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
270.064,aes_256_gcm,-0.00129628,0.000812411,0.000499524,1,kodak_photocd,7.99983,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.5998,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
268.665,chacha20_poly1305,-0.00230924,-0.00354541,-0.00201756,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim16.png,real_kodim16,,99.6071,1,full,8.47711e-05,3,full__real_kodim16__rep3,3.32435e-07
7238.15,logistic_xor,0.00657783,-0.0655088,0.0101356,1,kodak_photocd,7.99557,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.3863,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
7180.79,logistic_permute_xor,-0.00311133,-0.039518,0.00118958,0.00766669,kodak_photocd,7.99561,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.6034,0.999998,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
7264.79,arnold_xor,0.00531094,-0.0653278,0.00903195,0.174696,kodak_photocd,7.99555,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.3863,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
7171.17,tiled_arnold_xor,0.00554825,-0.0614143,0.00828222,0.0358336,kodak_photocd,7.99561,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.3863,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
262.739,tent_block_xor,0.000299069,-0.00381768,-0.0016352,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.6234,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
40375.3,sine_xor,0.0922472,0.11553,0.0975475,1,kodak_photocd,7.97508,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.3009,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
93636.2,coupled_lattice_xor,0.175341,0.155427,0.178453,1,kodak_photocd,7.94193,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.4091,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
2724.68,hamiltonian_lattice_xor,0.00441452,-0.0223692,0.00435618,1,kodak_photocd,7.99833,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.5316,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
264.786,chaotic_seed_blake3_xor,-0.000243881,-0.00225396,0.00034726,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.608,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
272.6,aes_ctr,0.000569422,-0.00117994,0.000741947,1,kodak_photocd,7.99983,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.6112,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
265.743,chacha20,0.0023287,-0.000217858,-5.24319e-05,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.6203,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
273.168,aes_256_gcm,-0.00051774,0.000930694,-0.000928168,1,kodak_photocd,7.99983,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.5998,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
229.152,chacha20_poly1305,-0.000730023,0.000721329,0.00110637,1,kodak_photocd,7.99986,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.6071,1,full,8.47711e-05,1,full__real_kodim17__rep1,3.32435e-07
7238.15,logistic_xor,0.00657783,-0.0655088,0.0101356,1,kodak_photocd,7.99557,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.3863,1,full,8.47711e-05,2,full__real_kodim17__rep2,3.32435e-07
7180.79,logistic_permute_xor,-0.00311133,-0.039518,0.00118958,0.00766669,kodak_photocd,7.99561,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.6034,0.999998,full,8.47711e-05,2,full__real_kodim17__rep2,3.32435e-07
7264.79,arnold_xor,0.00531094,-0.0653278,0.00903195,0.174696,kodak_photocd,7.99555,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.3863,1,full,8.47711e-05,2,full__real_kodim17__rep2,3.32435e-07
7171.17,tiled_arnold_xor,0.00554825,-0.0614143,0.00828222,0.0358336,kodak_photocd,7.99561,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.3863,1,full,8.47711e-05,2,full__real_kodim17__rep2,3.32435e-07
262.739,tent_block_xor,0.000299069,-0.00381768,-0.0016352,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.6234,1,full,8.47711e-05,2,full__real_kodim17__rep2,3.32435e-07
40375.3,sine_xor,0.0922472,0.11553,0.0975475,1,kodak_photocd,7.97508,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.3009,1,full,8.47711e-05,2,full__real_kodim17__rep2,3.32435e-07
93636.2,coupled_lattice_xor,0.175341,0.155427,0.178453,1,kodak_photocd,7.94193,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.4091,1,full,8.47711e-05,2,full__real_kodim17__rep2,3.32435e-07
2724.68,hamiltonian_lattice_xor,0.00441452,-0.0223692,0.00435618,1,kodak_photocd,7.99833,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.5316,1,full,8.47711e-05,2,full__real_kodim17__rep2,3.32435e-07
264.786,chaotic_seed_blake3_xor,-0.000243881,-0.00225396,0.00034726,1,kodak_photocd,7.99984,images/datasets/real/kodak/kodim17.png,real_kodim17,,99.608,1,full,8.47711e-05,2,full__real_kodim17__rep2,3.32435e-07
