chi_square,cipher,corr_d,corr_h,corr_v,cpa_score,entropy,image,image_kind,image_size,key_sensitivity,kpa_score,mode,npcr,repeat,run_id,uaci
262.207,chaotic_seed_mix_xor,-0.00224226,0.000159419,-0.00171225,1,7.99976,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.6124,1,full,0.000127157,2,full__noise_512x512__rep2,4.98653e-07
226.412,aes_ctr,0.00371308,0.000180303,-0.00148114,1,7.99979,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.6067,1,full,0.000127157,2,full__noise_512x512__rep2,4.98653e-07
221.781,chacha20,-0.00171889,-0.000950746,0.00148056,1,7.9998,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.6176,1,full,0.000127157,2,full__noise_512x512__rep2,4.98653e-07
245.626,logistic_xor,0.000224014,-0.00162256,-0.00125169,1,7.99977,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.3804,1,full,0.000127157,3,full__noise_512x512__rep3,4.98653e-07
263.467,logistic_permute_xor,0.00162065,-0.00480554,-0.00107664,0.00382106,7.99976,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.6142,0.999997,full,0.000127157,3,full__noise_512x512__rep3,4.98653e-07
270.035,arnold_xor,-0.00086732,0.00111202,0.00206566,0.00391515,7.99975,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.3804,1,full,0.000127157,3,full__noise_512x512__rep3,4.98653e-07
251.27,tiled_arnold_xor,0.00169518,-0.000666348,-0.000729099,0.00484212,7.99977,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.3804,1,full,0.000127157,3,full__noise_512x512__rep3,4.98653e-07
256.332,tent_block_xor,-0.000406533,0.00143584,-0.0025306,1,7.99976,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.625,1,full,0.000127157,3,full__noise_512x512__rep3,4.98653e-07
295.952,sine_xor,-0.000130591,-0.00121839,-0.000676577,1,7.99973,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.2976,1,full,0.000127157,3,full__noise_512x512__rep3,4.98653e-07
247.867,coupled_lattice_xor,0.00117994,0.00174723,-0.00351979,1,7.99977,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.4114,1,full,0.000127157,3,full__noise_512x512__rep3,4.98653e-07
263.652,hamiltonian_lattice_xor,0.00218682,0.000365803,-0.000581885,1,7.99976,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.5286,1,full,0.000127157,3,full__noise_512x512__rep3,4.98653e-07
262.207,chaotic_seed_mix_xor,-0.00224226,0.000159419,-0.00171225,1,7.99976,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.6124,1,full,0.000127157,3,full__noise_512x512__rep3,4.98653e-07
226.412,aes_ctr,0.00371308,0.000180303,-0.00148114,1,7.99979,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.6067,1,full,0.000127157,3,full__noise_512x512__rep3,4.98653e-07
221.781,chacha20,-0.00171889,-0.000950746,0.00148056,1,7.9998,images/datasets/synthetic/noise_512x512.ppm,noise,512x512,99.6176,1,full,0.000127157,3,full__noise_512x512__rep3,4.98653e-07
241.078,logistic_xor,0.00351882,-0.0282643,0.00354007,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4014,1,full,3.17891e-05,1,full__texture_1024x1024__rep1,1.24663e-07
246.643,logistic_permute_xor,-0.000823953,-0.000900019,0.000215581,0.00392246,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6105,0.999999,full,3.17891e-05,1,full__texture_1024x1024__rep1,1.24663e-07
246.563,arnold_xor,0.00566149,-0.0298285,0.00526566,0.00389798,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4014,1,full,3.17891e-05,1,full__texture_1024x1024__rep1,1.24663e-07
262.648,tiled_arnold_xor,0.0051916,-0.0242055,0.00296292,0.00609016,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4014,1,full,3.17891e-05,1,full__texture_1024x1024__rep1,1.24663e-07
255.454,tent_block_xor,0.00127321,-0.000966838,-0.000778463,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6171,1,full,3.17891e-05,1,full__texture_1024x1024__rep1,1.24663e-07
231.928,sine_xor,0.0422507,-0.0591243,0.0469481,1,7.99995,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.3037,1,full,3.17891e-05,1,full__texture_1024x1024__rep1,1.24663e-07
268.134,coupled_lattice_xor,0.0839718,0.0228596,0.0963094,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4116,1,full,3.17891e-05,1,full__texture_1024x1024__rep1,1.24663e-07
266.377,hamiltonian_lattice_xor,0.000794442,-0.000322099,-0.000417931,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.5381,1,full,3.17891e-05,1,full__texture_1024x1024__rep1,1.24663e-07
282.271,chaotic_seed_mix_xor,0.000438921,-0.00134239,0.000682574,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6114,1,full,3.17891e-05,1,full__texture_1024x1024__rep1,1.24663e-07
247.421,aes_ctr,-0.00020609,-0.000307313,0.00017824,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6154,1,full,3.17891e-05,1,full__texture_1024x1024__rep1,1.24663e-07
278.385,chacha20,-0.000505313,0.000408063,-0.000556697,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6113,1,full,3.17891e-05,1,full__texture_1024x1024__rep1,1.24663e-07
241.078,logistic_xor,0.00351882,-0.0282643,0.00354007,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4014,1,full,3.17891e-05,2,full__texture_1024x1024__rep2,1.24663e-07
246.643,logistic_permute_xor,-0.000823953,-0.000900019,0.000215581,0.00392246,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6105,0.999999,full,3.17891e-05,2,full__texture_1024x1024__rep2,1.24663e-07
246.563,arnold_xor,0.00566149,-0.0298285,0.00526566,0.00389798,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4014,1,full,3.17891e-05,2,full__texture_1024x1024__rep2,1.24663e-07
262.648,tiled_arnold_xor,0.0051916,-0.0242055,0.00296292,0.00609016,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4014,1,full,3.17891e-05,2,full__texture_1024x1024__rep2,1.24663e-07
255.454,tent_block_xor,0.00127321,-0.000966838,-0.000778463,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6171,1,full,3.17891e-05,2,full__texture_1024x1024__rep2,1.24663e-07
231.928,sine_xor,0.0422507,-0.0591243,0.0469481,1,7.99995,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.3037,1,full,3.17891e-05,2,full__texture_1024x1024__rep2,1.24663e-07
268.134,coupled_lattice_xor,0.0839718,0.0228596,0.0963094,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4116,1,full,3.17891e-05,2,full__texture_1024x1024__rep2,1.24663e-07
266.377,hamiltonian_lattice_xor,0.000794442,-0.000322099,-0.000417931,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.5381,1,full,3.17891e-05,2,full__texture_1024x1024__rep2,1.24663e-07
282.271,chaotic_seed_mix_xor,0.000438921,-0.00134239,0.000682574,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6114,1,full,3.17891e-05,2,full__texture_1024x1024__rep2,1.24663e-07
247.421,aes_ctr,-0.00020609,-0.000307313,0.00017824,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6154,1,full,3.17891e-05,2,full__texture_1024x1024__rep2,1.24663e-07
278.385,chacha20,-0.000505313,0.000408063,-0.000556697,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6113,1,full,3.17891e-05,2,full__texture_1024x1024__rep2,1.24663e-07
241.078,logistic_xor,0.00351882,-0.0282643,0.00354007,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4014,1,full,3.17891e-05,3,full__texture_1024x1024__rep3,1.24663e-07
246.643,logistic_permute_xor,-0.000823953,-0.000900019,0.000215581,0.00392246,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6105,0.999999,full,3.17891e-05,3,full__texture_1024x1024__rep3,1.24663e-07
246.563,arnold_xor,0.00566149,-0.0298285,0.00526566,0.00389798,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4014,1,full,3.17891e-05,3,full__texture_1024x1024__rep3,1.24663e-07
262.648,tiled_arnold_xor,0.0051916,-0.0242055,0.00296292,0.00609016,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4014,1,full,3.17891e-05,3,full__texture_1024x1024__rep3,1.24663e-07
255.454,tent_block_xor,0.00127321,-0.000966838,-0.000778463,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6171,1,full,3.17891e-05,3,full__texture_1024x1024__rep3,1.24663e-07
231.928,sine_xor,0.0422507,-0.0591243,0.0469481,1,7.99995,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.3037,1,full,3.17891e-05,3,full__texture_1024x1024__rep3,1.24663e-07
268.134,coupled_lattice_xor,0.0839718,0.0228596,0.0963094,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.4116,1,full,3.17891e-05,3,full__texture_1024x1024__rep3,1.24663e-07
266.377,hamiltonian_lattice_xor,0.000794442,-0.000322099,-0.000417931,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.5381,1,full,3.17891e-05,3,full__texture_1024x1024__rep3,1.24663e-07
282.271,chaotic_seed_mix_xor,0.000438921,-0.00134239,0.000682574,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6114,1,full,3.17891e-05,3,full__texture_1024x1024__rep3,1.24663e-07
247.421,aes_ctr,-0.00020609,-0.000307313,0.00017824,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6154,1,full,3.17891e-05,3,full__texture_1024x1024__rep3,1.24663e-07
278.385,chacha20,-0.000505313,0.000408063,-0.000556697,1,7.99994,images/datasets/synthetic/texture_1024x1024.ppm,texture,1024x1024,99.6113,1,full,3.17891e-05,3,full__texture_1024x1024__rep3,1.24663e-07
247.001,logistic_xor,0.00197509,-0.0336313,0.00162104,1,7.99977,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.3804,1,full,0.000127157,1,full__texture_512x512__rep1,4.98653e-07
236.999,logistic_permute_xor,0.00278187,0.0014404,0.0014855,0.00393677,7.99978,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.5973,0.999997,full,0.000127157,1,full__texture_512x512__rep1,4.98653e-07
259.811,arnold_xor,0.00419699,-0.0314083,0.00532866,0.00387446,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.3804,1,full,0.000127157,1,full__texture_512x512__rep1,4.98653e-07
245.264,tiled_arnold_xor,0.00205559,-0.0239619,0.00714606,0.00612005,7.99978,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.3804,1,full,0.000127157,1,full__texture_512x512__rep1,4.98653e-07
258.537,tent_block_xor,0.00165653,-0.00205468,0.00182191,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.625,1,full,0.000127157,1,full__texture_512x512__rep1,4.98653e-07
256.818,sine_xor,0.0448758,-0.0674581,0.0546481,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.2976,1,full,0.000127157,1,full__texture_512x512__rep1,4.98653e-07
274.523,coupled_lattice_xor,0.0918057,0.0232192,0.108308,1,7.99975,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.4114,1,full,0.000127157,1,full__texture_512x512__rep1,4.98653e-07
260.039,hamiltonian_lattice_xor,0.00162612,-0.000285156,0.000748187,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.5286,1,full,0.000127157,1,full__texture_512x512__rep1,4.98653e-07
263.218,chaotic_seed_mix_xor,0.00298208,-0.00394013,-0.00101546,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.6124,1,full,0.000127157,1,full__texture_512x512__rep1,4.98653e-07
253.651,aes_ctr,4.28232e-05,0.00510488,-0.00234964,1,7.99977,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.6067,1,full,0.000127157,1,full__texture_512x512__rep1,4.98653e-07
264.023,chacha20,-0.00052081,0.00256071,-0.000130246,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.6176,1,full,0.000127157,1,full__texture_512x512__rep1,4.98653e-07
247.001,logistic_xor,0.00197509,-0.0336313,0.00162104,1,7.99977,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.3804,1,full,0.000127157,2,full__texture_512x512__rep2,4.98653e-07
236.999,logistic_permute_xor,0.00278187,0.0014404,0.0014855,0.00393677,7.99978,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.5973,0.999997,full,0.000127157,2,full__texture_512x512__rep2,4.98653e-07
259.811,arnold_xor,0.00419699,-0.0314083,0.00532866,0.00387446,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.3804,1,full,0.000127157,2,full__texture_512x512__rep2,4.98653e-07
245.264,tiled_arnold_xor,0.00205559,-0.0239619,0.00714606,0.00612005,7.99978,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.3804,1,full,0.000127157,2,full__texture_512x512__rep2,4.98653e-07
258.537,tent_block_xor,0.00165653,-0.00205468,0.00182191,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.625,1,full,0.000127157,2,full__texture_512x512__rep2,4.98653e-07
256.818,sine_xor,0.0448758,-0.0674581,0.0546481,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.2976,1,full,0.000127157,2,full__texture_512x512__rep2,4.98653e-07
274.523,coupled_lattice_xor,0.0918057,0.0232192,0.108308,1,7.99975,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.4114,1,full,0.000127157,2,full__texture_512x512__rep2,4.98653e-07
260.039,hamiltonian_lattice_xor,0.00162612,-0.000285156,0.000748187,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.5286,1,full,0.000127157,2,full__texture_512x512__rep2,4.98653e-07
263.218,chaotic_seed_mix_xor,0.00298208,-0.00394013,-0.00101546,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.6124,1,full,0.000127157,2,full__texture_512x512__rep2,4.98653e-07
253.651,aes_ctr,4.28232e-05,0.00510488,-0.00234964,1,7.99977,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.6067,1,full,0.000127157,2,full__texture_512x512__rep2,4.98653e-07
264.023,chacha20,-0.00052081,0.00256071,-0.000130246,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.6176,1,full,0.000127157,2,full__texture_512x512__rep2,4.98653e-07
247.001,logistic_xor,0.00197509,-0.0336313,0.00162104,1,7.99977,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.3804,1,full,0.000127157,3,full__texture_512x512__rep3,4.98653e-07
236.999,logistic_permute_xor,0.00278187,0.0014404,0.0014855,0.00393677,7.99978,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.5973,0.999997,full,0.000127157,3,full__texture_512x512__rep3,4.98653e-07
259.811,arnold_xor,0.00419699,-0.0314083,0.00532866,0.00387446,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.3804,1,full,0.000127157,3,full__texture_512x512__rep3,4.98653e-07
245.264,tiled_arnold_xor,0.00205559,-0.0239619,0.00714606,0.00612005,7.99978,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.3804,1,full,0.000127157,3,full__texture_512x512__rep3,4.98653e-07
258.537,tent_block_xor,0.00165653,-0.00205468,0.00182191,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.625,1,full,0.000127157,3,full__texture_512x512__rep3,4.98653e-07
256.818,sine_xor,0.0448758,-0.0674581,0.0546481,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.2976,1,full,0.000127157,3,full__texture_512x512__rep3,4.98653e-07
274.523,coupled_lattice_xor,0.0918057,0.0232192,0.108308,1,7.99975,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.4114,1,full,0.000127157,3,full__texture_512x512__rep3,4.98653e-07
260.039,hamiltonian_lattice_xor,0.00162612,-0.000285156,0.000748187,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.5286,1,full,0.000127157,3,full__texture_512x512__rep3,4.98653e-07
263.218,chaotic_seed_mix_xor,0.00298208,-0.00394013,-0.00101546,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.6124,1,full,0.000127157,3,full__texture_512x512__rep3,4.98653e-07
253.651,aes_ctr,4.28232e-05,0.00510488,-0.00234964,1,7.99977,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.6067,1,full,0.000127157,3,full__texture_512x512__rep3,4.98653e-07
264.023,chacha20,-0.00052081,0.00256071,-0.000130246,1,7.99976,images/datasets/synthetic/texture_512x512.ppm,texture,512x512,99.6176,1,full,0.000127157,3,full__texture_512x512__rep3,4.98653e-07
