MBps,bytes,channels,cipher,correct,diffusion_ms,diffusion_share_pct,height,image,image_kind,image_size,keygen_ms,keygen_share_pct,mode,permutation_ms,permutation_share_pct,repeat,run_id,total_ms,variant,width
542.097,3145728,3,aes_ctr,1,3.99324,72.157381457047,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,10,full__gradient_1024x1024__rep10,5.53407,openssl_evp,1024
836.58,3145728,3,chacha20,1,1.79366,50.017986464140016,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,10,full__gradient_1024x1024__rep10,3.58603,openssl_evp,1024
132.654,3145728,3,logistic_xor,1,5.398,23.868902331175487,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,12.4962,55.255757189854606,full,0.001027,0.004541193533552654,2,full__gradient_1024x1024__rep2,22.6152,scalar_avx2,1024
12.7172,3145728,3,logistic_permute_xor,1,4.45887,1.8901445945544952,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.6417,4.511087278137863,full,216.083,91.59901823222452,2,full__gradient_1024x1024__rep2,235.901,scalar_avx2,1024
94.503,3145728,3,arnold_xor,1,2.23308,7.034430618995118,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.453,32.928020160655215,full,17.2314,54.280674121908966,2,full__gradient_1024x1024__rep2,31.745,scalar_avx2,1024
79.9483,3145728,3,tiled_arnold_xor,1,5.69723,15.182774895201247,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,11.0174,29.3607075948119,full,16.0354,42.73337543938195,2,full__gradient_1024x1024__rep2,37.5243,scalar_avx2,1024
76.4932,3145728,3,tent_block_xor,1,5.31615,13.554967974869452,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,28.5849,72.88496450718016,full,0.00109,0.0027792509791122713,2,full__gradient_1024x1024__rep2,39.2192,scalar_avx2,1024
23.7279,3145728,3,sine_xor,1,2.67729,2.1175563341849046,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,122.37,96.78644024898563,full,0.000735,0.0005813355690365647,2,full__gradient_1024x1024__rep2,126.433,scalar_avx2,1024
68.1019,3145728,3,coupled_lattice_xor,1,2.56779,5.829050477167685,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,39.8866,90.54517883572902,full,0.001481,0.0033619664211969593,2,full__gradient_1024x1024__rep2,44.0516,scalar_avx2,1024
11.4457,3145728,3,hamiltonian_lattice_xor,1,2.71426,1.0355541820706808,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,257.935,98.40828363988751,full,0.000855,0.0003262026576932321,2,full__gradient_1024x1024__rep2,262.107,scalar_avx2,1024
279.778,3145728,3,chaotic_seed_blake3_xor,1,2.34801,21.89735889879509,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,6.93805,64.70371544745775,full,0.000842,0.007852426604991233,2,full__gradient_1024x1024__rep2,10.7228,scalar_avx2,1024
