image,cipher,entropy,chi_square,corr_h,corr_v,corr_d,npcr,uaci,key_sensitivity,kpa_score,cpa_score
images/datasets/real/kodak/kodim04.png,logistic_xor,7.98607,22705.7,-0.0462398,0.00651086,0.00336528,8.47711e-05,3.32435e-07,99.3863,1,1
images/datasets/real/kodak/kodim04.png,logistic_permute_xor,7.98664,21756.6,-0.0207269,0.00293267,-0.00250409,8.47711e-05,3.32435e-07,99.5845,0.999998,0.00818634
images/datasets/real/kodak/kodim04.png,arnold_xor,7.98643,22126.9,-0.0435194,0.00709844,0.00563739,8.47711e-05,3.32435e-07,99.3863,1,0.17303
images/datasets/real/kodak/kodim04.png,tiled_arnold_xor,7.98633,22284.6,-0.0423923,0.00697423,0.00374022,8.47711e-05,3.32435e-07,99.3863,1,0.0361701
images/datasets/real/kodak/kodim04.png,tent_block_xor,7.99984,263.823,0.000113061,0.000450365,-0.000182325,8.47711e-05,3.32435e-07,99.6234,1,1
images/datasets/real/kodak/kodim04.png,sine_xor,7.9866,21772.3,-0.00566455,0.0548116,0.0509381,8.47711e-05,3.32435e-07,99.3009,1,1
images/datasets/real/kodak/kodim04.png,coupled_lattice_xor,7.97553,39783.6,0.0417214,0.113618,0.110515,8.47711e-05,3.32435e-07,99.4091,1,1
images/datasets/real/kodak/kodim04.png,hamiltonian_lattice_xor,7.99207,12959.5,-0.0113793,0.00275005,-0.00013772,8.47711e-05,3.32435e-07,99.5316,1,1
images/datasets/real/kodak/kodim04.png,chaotic_seed_blake3_xor,7.99987,219.332,0.00139075,-0.000496786,0.00178253,8.47711e-05,3.32435e-07,99.608,1,1
images/datasets/real/kodak/kodim04.png,aes_ctr,7.99985,248.116,0.00299844,0.000969888,0.00139249,8.47711e-05,3.32435e-07,99.6112,1,1
images/datasets/real/kodak/kodim04.png,chacha20,7.99982,295.359,0.00161622,-0.00124271,0.00121166,8.47711e-05,3.32435e-07,99.6203,1,1
